english	chinese
Tom tried to return the swimsuit for a larger size, but the clerk told him that wasn't allowed.	汤姆试过还回泳衣来换成更大一号的，但是员工告诉他那是不被允许的。
Who is the secretary?	谁是秘书？
What's your sister's dog's name?	你姐姐的狗叫什麼名字？
His house isn't far from this store.	他家离这间商店不远。
I can walk to school in 10 minutes.	我走路10分钟能到学校 。
She is giving the baby a bath.	她正在給嬰兒洗澡。
I'm sure he will come tomorrow.	我確定他明天會來。
Tom disassembled the clock.	汤姆把钟拆开了。
I think my French isn't very good.	我认为我的法语不太好。
You'll learn how to do it sooner or later.	你遲早會學會怎麼做。
Tom is 30 years old.	汤姆今年三十岁。
I think it'll turn out fine.	我觉得没问题。
She helped me pack my suitcase.	她幫我打包我的手提箱。
I didn't know that he was Japanese.	我不知道他是日本人。
Tom said he'll ask Mary to do that.	湯姆說他會讓瑪麗去做。
I bought a round-trip ticket.	我买了往返的票。
Our yacht club has ten members.	我们的游艇俱乐部里有十个会员。
She lived a lonely life.	她的生活很寂寞。
Don't disturb me while I'm studying.	当我学习的时候不要打扰我。
What you said left a deep impression on me.	你说的话给我留下了很深刻的印象。
The server was down.	服务器下线了。
He behaved like a madman.	他表现的像个疯子。
The horse stopped and refused to move.	馬停了下來，而且拒絕移動。
She got very angry with her children.	她对她的孩子非常生气。
Tom was selected.	汤姆被选中了。
This is not okay.	這個不行。
Will it rain tomorrow?	明天会下雨吗？
Many people decorate their homes for Christmas.	許多人都會在聖誕節期間裝飾自己的家。
It is impossible to master English in a short time.	不可能短时间内学会英语。
Winds from the sea are moist.	从海洋吹来的风感觉湿漉漉的。
I ate lunch in a hurry.	我匆忙地吃了午飯。
Who picked you for this mission?	谁选你来做这个任务？
School begins on April the tenth.	學校在四月十日開學。
Tell her that I am cooking dinner.	告诉她我在做晚饭。
It'll take me just a bit longer.	我只是需要多花點時間。
The law is full of ambiguities.	法律有很多不明确的地方。
I think it's possible Tom may come.	我觉得汤姆有可能会来。
I usually eat out.	我通常在外面吃饭。
My name doesn't appear on the list.	我的名字沒有出現在名單上。
The dictionary on the desk is mine.	书桌上的词典是我的。
My little brother ran through the living room stark naked.	我弟弟全身光溜溜地跑過客廳。
I've lived away from home for a long time.	我在外地生活了很久。
Tom heard this and got angry.	聽到這事之後，湯姆為之色變。
I don't love her, not even if she loves me.	即使她愛我，我也不愛她。
He stopped to put on his shoes.	他停下来好穿鞋。
I'm busy.	我很忙。
Are you angry because of what I said?	你是因為我說的話而生氣的嗎？
Please tell us what to do next.	請告訴我們下一步要做什麼。
I'm an atheist.	我是无神论者。
I arrived at the station on time.	我準時到達了車站。
Instead of doing what he was supposed to do, Tom went fishing.	湯姆沒有做該做的事情，而是去釣魚了。
Why do that now?	为什么现在做那个？
The boss has a good opinion of your work.	老板对你的工作有很高的评价。
Tom took the hammer away from Mary.	湯姆從瑪麗那裡拿走了錘子。
It is no use talking with him.	跟他說話沒用。
Do you know where I live?	你知道我住哪吗？
That's my money.	那是我的钱。
What a scandal!	真是個醜聞！
One is the smallest odd number.	一是最小的奇數。
Tell me about it!	跟我讲讲那件事。
Did you find anything interesting?	你找到有趣的東西了嗎？
My hands and legs are swollen.	我的手和腳都腫了。
It's no use trying to persuade her.	試圖勸她是沒有用的。
It's just a dream.	只是一场梦罢了。
Are you on Facebook?	你在脸书上吗？
Exercise is good for your health.	运动有益健康。
You should get your hair cut.	你该去理发店了。
Can I stay here with you?	我可以和你一起呆在这里吗？
Do you know of any good restaurant near here?	你知道这儿附近有什么好餐馆吗?
Is it necessary for me to explain the reason to him?	我有必要向他解释原因吗？
I met an American who was interested in Noh plays.	我碰到一个对能剧感兴趣的美国人。
I'd like to get home by five.	我想在五點前到家。
I didn't get the joke.	我没弄明白这个笑话。
You made a wise decision.	你做了一個明智的選擇。
I think this machine is in need of repair.	我认为这机器需要修理。
Haven't I met you before?	我以前沒見過你嗎？
I'd like to go skiing.	我喜歡去滑雪。
Tom is a bookworm.	汤姆是只书虫。
Let me give you an example.	让我来给你举个例子吧。
I wrote down his phone number.	我記下了他的電話號碼。
My grandfather is very healthy.	我的祖父非常健康。
He does not come here every day.	他不是每一天都來這裡。
My boss is keeping me pretty busy.	我的老闆讓我很忙。
Can't you speak English?	你不會說英語嗎?
You like it, don't you?	你喜歡它，不是嗎？
You can't say that.	你不能这么说。
She kindly showed me the way.	她友善地為我指路。
He is better than anyone else.	他比任何人都好。
I came to Japan from China.	我從中國到日本。
Two glasses of apple juice, please.	请给我两杯苹果汁。
I've just spoken to your French teacher and he says you're doing well in his class.	我刚跟你的法语老师谈过话，他说你在课堂上表现得很好。
The fire reduced the house to ashes.	房子被大火烧成了灰烬。
His story was interesting.	他的故事很有意思。
I am saving money in order to study abroad.	我正存钱出国留学。
I'll give you a ring tomorrow morning.	明天早上我會打電話給你。
I was happy to see him.	我很高兴见到他。
I felt an impulse to cry out loud.	我突然好想大叫。
I haven't finished my homework yet.	我还没做完作业。
Tom won.	汤姆胜利了。
It was our secret.	它是我們的秘密。
We're losing control of the situation.	情況要失控了。
You'll miss me when I'm gone.	我走了，你會想我。
Tom is an FBI agent.	汤姆是一名FBI特工。
He pressured me.	他向我施壓。
Merry Christmas!	聖誕快樂。
It's the middle of the night. Why aren't you asleep?	三更半夜不睡觉，你在干嘛呢？
Down in the valley a mist like a white feather rose gently into a white cloud, and obscured everything.	山谷中，薄霧如白色羽毛般緩緩升騰，化作一團白雲，遮蔽了一切。
Draw a line with a ruler.	用尺子画线。
My father participated in a cooking contest and came in first.	我爸爸参加了料理竞赛并得了第一名。
Everyone, please be quiet.	各位，請安靜。
Tom wondered why there was a dog in his house.	汤姆奇怪为什么他的房子里有只狗。
It was very kind of you to lend me an umbrella.	你借给我伞真好。
Tom's daughter pretended not to know him when he came to pick her up from school in his battered old car.	当汤姆开着他破旧的雷泽车来接女儿放学时，他的女儿假装不认识他。
She believes whatever he says.	她相信他說的任何事。
She stooped to pick up a pebble.	她撿起了一塊鵝卵石。
I go to the movies every week.	我每周都去看电影。
There was some chewing gum on the sole of Tom's shoe.	汤姆的鞋底粘了口香糖。
What did he ask you?	他問你什麼？
Tom just shook his head.	汤姆只是摇摇头。
I can easily touch my toes.	我可以轻而易举地碰到我的脚趾。
I can sing well.	我唱歌很好听。
We'll be sure to look into it.	我們一定會調查它。
I want to keep my car there.	我想把我的車停放在那裡。
She had already gone to bed when I called her at 11 p.m.	23点我打电话给她的时候，她已经去睡觉了。
I was able to find out his address.	我能找到他的地址。
She didn't like her husband.	她不喜歡她的丈夫。
She is just a child.	她只是個孩子。
I can recommend this restaurant.	我推荐这个餐厅。
A person views things differently according to whether they are rich or poor.	人們看待事情的角度不同取決於他們是富裕或貧窮。
You're not a doctor.	您不是医生。
The bird was covered with white feathers.	鸟儿身上铺满了白色的羽毛。
It is likely to rain tomorrow.	明天有可能會下雨。
Turn up the radio a little bit.	把收音機開大聲一點。
Tom didn't go there yesterday.	汤姆昨天没去那里。
This problem is hard to solve.	这是个很难解决的问题。
Who was in charge of today's party?	誰負責今天的派對？
Tom isn't lying.	湯姆沒有說謊。
We'll buy a new car next week.	我们下周会买辆新车。
I believe in ghosts.	我信鬼神之说。
What do tigers eat?	老虎吃什么东西？
She is unable to cope with stress.	她無法應付壓力。
I can't give up smoking.	我無法戒煙。
Other than Sundays, I work every day.	除了星期天我每一天都工作。
I told you Tom would be here.	我告诉过你汤姆会来。
